ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
172763,2.8,120935,I don't feel working for a cause,3.8
172764,3.8,123551,I would like to be  friends with my colleagues,3.8
172765,3.6,122219,My peers and I don't feel getting more training,4.9
172766,3.2,123538,I don't feel valued,3.8
172767,3.4,109438,I would like to be  working remotely,4.9
172768,3,117630,I would like to be  part of something bigger,3.8
172769,3.8,124738,I don't feel part of the team,3.8
172770,1.6,122280,I don't feel engaged,3.8
172771,4.2,108439,I feel valued,4.9
172772,1.6,121082,My peers and I don't feel working remotely,3.8
172773,2.9,108647,I don't feel part of the team,4.9
172774,3.4,121483,I feel working for a cause,4.8
172775,1.8,121173,My peers and I would like to be  working for a cause,3.9
172776,1.8,108285,I feel happy,3.9
172777,1.7,112110,I feel supported,3.9
172778,4.9,115178,I feel engaged,4.9
172779,3,123697,I would like to be  accomplished,4.9
172780,4.3,114898,I would like to be  working remotely,4.9
172781,4.6,119173,I would like to be  part of the team,4.9
172782,3.4,116149,My peers and I would like to be  working remotely,3.9
172783,1.2,119360,My peers and I feel part of something bigger,3.9
172784,1.7,111455,I would like to be  working remotely,3.8
172785,1.4,109221,I don't feel friends with my colleagues,4.8
172786,1.1,107117,I don't feel part of something bigger,4.8
172787,2.3,118642,My peers and I feel working remotely,3.9
172788,1.1,105299,I don't feel happy,3.9
172789,3.1,121807,My peers and I feel working for a cause,3.8
172790,3.8,122398,I would like to be  supported,3.8
172791,1.9,114573,I feel supported,4.8
172792,2.8,105009,I don't feel promoted,4.8
172793,4.3,112236,I don't feel working remotely,3.8
172794,2.2,118890,I would like to be  accomplished,3.9
172795,1.9,112321,I don't feel working remotely,3.9
172796,4.4,122331,I would like to be  happy,3.9
172797,1.2,121507,My peers and I feel working remotely,4.9
172798,3.1,117775,I feel part of something bigger,4.9
172799,2,113895,My peers and I don't feel happy,3.9
172800,2.1,119283,I would like to be  working remotely,4.9
172801,2.6,105544,I don't feel happy,3.8
172802,3.2,112526,I don't feel getting more training,3.9
172803,2.6,106105,I don't feel friends with my colleagues,4.8
172804,1.1,114263,I feel working remotely,3.8
172805,1.7,124688,I would like to be  engaged,4.8
172806,1.8,106259,My peers and I don't feel getting more training,3.9
172807,2.8,114935,I feel happy,4.9
172808,3.3,111495,My peers and I feel working for a cause,3.9
172809,3.3,124958,My peers and I don't feel happy,4.9
172810,1.9,110858,I don't feel friends with my colleagues,4.9
172811,3.9,108396,I feel working remotely,3.9
172812,3.8,111195,I feel part of something bigger,4.8
172813,4.2,114955,I feel promoted,4.9
172814,1.3,118498,I would like to be  getting more training,4.8
172815,2.9,112823,My peers and I feel valued,3.8
172816,4.2,111015,I don't feel friends with my colleagues,3.8
172817,2.5,113635,I don't feel part of something bigger,3.8
172818,4,116766,I don't feel valued,4.9
172819,2.6,113115,My peers and I feel accomplished,4.8
172820,2.7,121331,I feel working remotely,4.8
172821,4.7,113919,I feel valued,3.9
172822,3.1,114649,I would like to be  motivated,3.9
172823,1.4,106647,I don't feel promoted,4.8
172824,3.1,124202,I feel engaged,3.9
172825,2.4,120848,I feel friends with my colleagues,4.9
172826,2.2,105224,I feel supported,4.8
172827,1,115375,My peers and I would like to be  getting more training,4.9
172828,4.6,108477,I feel friends with my colleagues,3.9
172829,2,107304,My peers and I would like to be  valued,4.9
172830,3.4,111864,My peers and I would like to be  part of something bigger,3.8
172831,3.1,109977,I feel promoted,4.9
172832,3.5,107000,I feel working remotely,4.9
172833,3.7,113956,I feel working for a cause,3.8
172834,4,110190,My peers and I feel friends with my colleagues,4.8
172835,4.2,124027,My peers and I would like to be  working for a cause,3.9
172836,3.4,114825,I don't feel working remotely,3.9
172837,4.4,118911,My peers and I would like to be  friends with my colleagues,4.9
172838,4,106126,I would like to be  engaged,4.9
172839,3.6,115896,My peers and I feel part of something bigger,4.8
172840,1.7,115313,My peers and I would like to be  motivated,4.8
172841,2,115377,My peers and I don't feel promoted,4.8
172842,3.4,111127,I feel supported,4.8
172843,1,120338,I would like to be  supported,3.8
172844,3,105045,My peers and I don't feel working remotely,4.8
172845,1.5,111572,I don't feel working for a cause,4.9
172846,4.6,120154,My peers and I don't feel part of something bigger,4.9
172847,1.8,105189,I would like to be  part of something bigger,4.9
172848,2.8,107741,My peers and I would like to be  accomplished,3.9
172849,2.1,115369,My peers and I don't feel working remotely,4.9
172850,4,122374,I feel valued,4.9
172851,4.4,112892,My peers and I feel supported,4.8
172852,1.1,108709,My peers and I would like to be  engaged,3.8
172853,3.2,111731,I feel motivated,3.8
172854,3.7,111585,I don't feel working for a cause,4.9
172855,4.6,106223,I feel promoted,4.9
172856,4.9,114952,I feel supported,3.9
172857,4.3,123179,I feel part of something bigger,4.9
172858,1.6,109302,I feel working remotely,3.8
172859,1.4,105133,I would like to be  working remotely,3.8
172860,1.5,118359,My peers and I don't feel accomplished,4.8
172861,4.4,107223,My peers and I feel accomplished,3.9
172862,3.8,108531,I feel promoted,4.8
172863,3.1,106958,I don't feel working remotely,3.9
172864,1.2,124083,I would like to be  supported,3.9
172865,1.3,122319,I don't feel happy,3.9
172866,1.5,122015,My peers and I would like to be  valued,4.8
172867,3.6,108869,I feel working remotely,4.9
172868,4.2,117969,I don't feel working remotely,4.8
172869,3.1,113221,I feel valued,4.8
172870,4.2,120025,I feel friends with my colleagues,4.9
172871,1.8,114898,I would like to be  happy,3.9
172872,1.7,113255,My peers and I feel working remotely,3.9
172873,4.6,121317,My peers and I feel part of the team,3.9
172874,2.5,115544,My peers and I don't feel friends with my colleagues,3.8
172875,3.5,106569,My peers and I feel accomplished,4.8
172876,4.9,118045,I would like to be  part of something bigger,4.8
172877,4.4,116128,I would like to be  friends with my colleagues,3.9
172878,3.2,118453,I don't feel working remotely,4.8
172879,2.4,116565,My peers and I don't feel working remotely,3.8
172880,4.5,110046,I don't feel happy,4.9
172881,4.2,124869,My peers and I don't feel working remotely,4.9
172882,3.1,118350,I feel working for a cause,4.8
172883,2,108568,I don't feel part of something bigger,4.9
172884,4,109802,My peers and I don't feel part of the team,3.8
172885,3.4,111433,I would like to be  engaged,4.9
172886,3.6,116296,I would like to be  promoted,4.9
172887,4.4,114230,I feel accomplished,3.9
172888,4.2,107867,I don't feel engaged,3.8
172889,2.9,109521,I would like to be  getting more training,4.9
172890,2,105703,My peers and I don't feel working remotely,3.8
172891,4.1,121178,My peers and I would like to be  part of something bigger,4.8
172892,4.3,123146,My peers and I feel friends with my colleagues,3.8
172893,1.5,117077,My peers and I feel working remotely,4.8
172894,3.6,109473,My peers and I would like to be  friends with my colleagues,4.8
172895,4.6,124529,My peers and I don't feel supported,4.9
172896,3.8,113252,I feel working for a cause,4.9
172897,3.5,108162,My peers and I don't feel accomplished,3.9
172898,3.6,110305,My peers and I don't feel part of the team,3.9
172899,4,107716,My peers and I don't feel working remotely,3.8
172900,1.3,123167,I feel working for a cause,4.9
172901,4.5,114985,I feel engaged,4.8
172902,3,114810,I feel valued,3.8
172903,4.9,121991,I would like to be  getting more training,3.9
172904,4.3,118044,I would like to be  working remotely,3.8
172905,3.4,108861,I would like to be  working for a cause,3.9
172906,4.7,122642,I would like to be  engaged,3.9
172907,3.1,122329,I don't feel working for a cause,4.9
172908,1.8,120516,My peers and I don't feel getting more training,3.9
172909,2.5,112966,I feel promoted,4.8
172910,4.3,116004,I would like to be  engaged,3.9
172911,2.4,106217,I feel engaged,4.8
172912,3.8,123033,My peers and I feel working for a cause,4.9
172913,1.7,109393,My peers and I feel engaged,4.9
172914,3.9,107871,I feel friends with my colleagues,4.8
172915,2.1,123561,I don't feel friends with my colleagues,3.9
172916,4.7,118869,I feel motivated,4.8
172917,3,119445,I would like to be  working remotely,3.9
172918,2.2,120004,I feel working remotely,3.9
172919,2.1,110199,I don't feel friends with my colleagues,4.9
172920,2.5,112630,I feel accomplished,4.8
172921,1.5,112548,I feel part of the team,3.9
172922,1,109191,My peers and I don't feel part of the team,4.9
172923,3.3,119331,I feel happy,3.8
172924,2.4,122611,I don't feel valued,3.9
172925,4.6,114938,I don't feel working for a cause,3.8
172926,1.8,122535,I don't feel working remotely,4.8
172927,3.2,121839,I don't feel part of the team,4.8
172928,1.5,116360,I feel working remotely,3.9
172929,4.9,112045,I don't feel working remotely,3.9
172930,3,123071,My peers and I don't feel happy,3.8
172931,4.7,108841,My peers and I feel supported,4.8
172932,2,109987,I don't feel friends with my colleagues,3.9
172933,1.2,114838,I feel getting more training,3.9
172934,3.3,112970,I don't feel happy,3.9
172935,2.8,124751,I feel working remotely,4.9
172936,1.2,109003,I feel motivated,3.9
172937,1.6,114537,My peers and I feel working remotely,4.9
172938,1.3,116806,I feel getting more training,3.8
172939,3.8,112947,I don't feel supported,3.9
172940,3,120895,My peers and I feel engaged,4.8
172941,4.5,107992,I feel engaged,3.8
172942,1.7,123813,I would like to be  valued,4.9
172943,3.2,108170,I feel part of the team,4.8
172944,3.6,121601,I feel working remotely,4.8
172945,2.1,123836,I feel valued,3.8
172946,1.2,114775,I would like to be  part of something bigger,4.8
172947,1.7,114142,I feel working for a cause,4.8
172948,3.4,106493,I would like to be  working remotely,3.9
172949,1.2,119676,I feel supported,3.8
172950,1.8,116894,I don't feel friends with my colleagues,3.9
172951,2.6,114023,My peers and I feel friends with my colleagues,3.9
172952,1.6,109385,I feel supported,4.8
172953,4.3,112581,I feel friends with my colleagues,3.9
172954,4.5,111699,I don't feel promoted,3.8
172955,1.1,119374,I would like to be  working remotely,3.9
172956,1.3,118765,I feel friends with my colleagues,4.8
172957,4.7,110970,My peers and I feel happy,3.8
172958,1.1,112367,I don't feel supported,4.9
172959,4.7,118608,I don't feel valued,3.9
172960,2.1,108268,I don't feel working for a cause,4.9
172961,2.3,121645,I would like to be  getting more training,3.8
172962,1,110641,My peers and I don't feel friends with my colleagues,4.8
172963,4.3,107279,I feel valued,3.9
172964,4.8,124268,I don't feel engaged,3.8
172965,3,123833,I don't feel supported,4.9
172966,2.7,109488,I feel friends with my colleagues,3.8
172967,4.8,122435,I feel accomplished,3.8
172968,3.3,119380,My peers and I would like to be  working for a cause,4.9
172969,2.8,114011,I would like to be  part of the team,4.9
172970,1.7,107729,My peers and I feel friends with my colleagues,3.8
172971,2,109513,I would like to be  getting more training,3.9
172972,3.6,105008,I feel friends with my colleagues,4.9
172973,1.2,105684,I would like to be  happy,3.9
172974,2.5,115749,I would like to be  valued,3.9
172975,1.3,109785,My peers and I don't feel accomplished,4.9
172976,4.7,120308,I feel part of the team,4.9
172977,2.3,122887,My peers and I don't feel working remotely,4.8
172978,4,114477,I don't feel working remotely,3.8
172979,4.9,122206,I don't feel working remotely,3.8
172980,3,118727,I feel happy,3.9
172981,1.9,119953,I feel engaged,4.8
172982,4.8,108969,I don't feel working remotely,4.9
172983,1,107229,I would like to be  part of something bigger,4.8
172984,1.2,118349,I don't feel working for a cause,4.8
172985,3.9,106165,I feel promoted,4.8
172986,1.4,121718,I don't feel supported,3.9
172987,4.2,113061,I feel friends with my colleagues,4.8
172988,4.4,115790,I don't feel motivated,4.9
172989,1,110884,My peers and I don't feel engaged,3.8
172990,4.2,117295,I feel motivated,4.9
172991,4.9,111537,I don't feel promoted,4.9
172992,1.8,109615,My peers and I feel happy,3.9
172993,3.7,121828,I feel promoted,3.9
172994,4.1,106261,I don't feel part of the team,4.9
172995,4.5,122557,I feel working remotely,3.8
172996,4.6,106969,My peers and I feel supported,3.9
172997,4.1,107622,I don't feel engaged,4.8
172998,1.1,118506,I don't feel supported,4.9
172999,1,109842,My peers and I would like to be  accomplished,3.9
173000,2.4,115365,I would like to be  motivated,3.9
173001,4.8,110829,My peers and I feel motivated,4.8
173002,2.4,121761,I would like to be  engaged,3.9
173003,3.9,122080,I don't feel valued,4.9
173004,1.3,105775,I feel friends with my colleagues,3.9
173005,1.7,120988,I would like to be  friends with my colleagues,4.8
173006,4.7,112959,My peers and I don't feel part of the team,4.9
173007,2.4,115574,I don't feel part of the team,3.8
173008,3.8,109006,I don't feel valued,4.9
173009,2,117387,My peers and I don't feel engaged,4.8
173010,2.8,113887,I feel part of the team,3.9
173011,4.9,121304,I don't feel working remotely,3.9
173012,3.3,112274,My peers and I don't feel engaged,3.9
173013,3.1,106858,My peers and I would like to be  friends with my colleagues,4.8
173014,2.2,107868,I feel getting more training,4.8
173015,2.5,115741,My peers and I feel part of the team,3.8
173016,2.6,119438,My peers and I don't feel accomplished,3.9
173017,4.6,117948,I feel friends with my colleagues,3.8
173018,3.8,110032,My peers and I would like to be  promoted,3.9
173019,2.3,111864,I feel friends with my colleagues,3.9
173020,1.6,118298,My peers and I would like to be  engaged,3.9
173021,3.6,114520,My peers and I would like to be  engaged,3.9
173022,4.2,110138,I would like to be  promoted,4.8
173023,3.1,122022,I don't feel motivated,4.8
173024,3.5,117557,I don't feel motivated,3.9
173025,3.8,122652,My peers and I don't feel getting more training,4.9
173026,2.6,120908,I don't feel friends with my colleagues,3.8
173027,4.6,110131,My peers and I don't feel valued,4.9
173028,2,117926,My peers and I feel part of the team,3.8
173029,4.3,114229,I feel motivated,4.8
173030,1,114895,I don't feel promoted,4.9
173031,3.4,114975,I feel happy,4.8
173032,4.2,109557,I would like to be  promoted,3.9
173033,2.1,110209,I don't feel motivated,3.9
173034,3.7,111428,My peers and I feel motivated,4.8
173035,1.5,108726,My peers and I feel happy,3.9
173036,3.6,109845,I don't feel getting more training,4.9
173037,1.4,114149,I feel working remotely,3.8
173038,1.6,118217,I feel happy,4.8
173039,1.9,114608,I don't feel happy,4.8
173040,3.2,121396,I don't feel promoted,3.8
173041,2.6,115578,I would like to be  motivated,3.8
173042,2.6,110257,I feel promoted,3.8
173043,3.8,115607,I would like to be  getting more training,3.9
173044,4.9,118353,My peers and I don't feel engaged,4.9
173045,3.9,110950,I feel working for a cause,4.9
173046,1.3,109940,I would like to be  valued,3.9
173047,2,107297,I don't feel motivated,3.9
173048,2.9,122725,I would like to be  working for a cause,4.8
173049,4.7,113894,My peers and I don't feel part of something bigger,4.8
173050,2.2,116174,My peers and I feel working remotely,4.9
173051,2.2,117352,My peers and I feel happy,3.9
173052,4.4,113984,My peers and I would like to be  valued,4.9
173053,3.8,119129,My peers and I don't feel part of the team,4.8
173054,2.6,118733,My peers and I feel engaged,3.8
173055,1.8,111125,My peers and I feel part of something bigger,4.9
173056,1.4,124029,I don't feel working for a cause,3.8
173057,4.7,116667,I would like to be  working remotely,3.9
173058,3,121109,My peers and I feel accomplished,3.8
173059,2.1,120125,I feel valued,3.9
173060,1.6,111075,I would like to be  working remotely,3.8
173061,1.4,109658,My peers and I don't feel valued,3.9
173062,4.2,117729,I would like to be  supported,4.9
173063,2.1,109814,I don't feel accomplished,3.8
173064,2.7,109865,I don't feel valued,4.9
173065,2,118141,My peers and I feel motivated,3.9
173066,4,123805,I don't feel engaged,4.9
173067,4.3,110626,My peers and I feel working remotely,4.8
173068,2.7,115493,My peers and I don't feel working remotely,4.8
173069,1,116448,I feel promoted,4.9
173070,4.2,120945,I would like to be  accomplished,3.9
173071,4.7,105268,My peers and I feel getting more training,4.8
173072,2.8,114144,I would like to be  working remotely,4.8
173073,2.8,116182,I don't feel part of the team,4.8
173074,3.4,114795,My peers and I would like to be  getting more training,4.8
173075,1.2,119723,I feel working remotely,3.9
173076,4.2,108206,I don't feel happy,4.8
173077,1.5,122055,My peers and I don't feel promoted,4.8
173078,1.7,111685,I would like to be  working remotely,4.8
173079,2,114658,My peers and I feel working remotely,4.8
173080,2.5,115464,My peers and I don't feel working remotely,3.8
173081,1.9,120292,I don't feel working remotely,4.9
173082,3.3,121942,I don't feel engaged,3.8
173083,1.4,118466,I feel working remotely,4.9
173084,1.5,122589,I feel working for a cause,4.8
173085,4.5,105426,I feel accomplished,4.9
173086,2,120754,My peers and I would like to be  part of the team,4.8
173087,3.1,107236,My peers and I don't feel getting more training,4.9
173088,1.9,113891,I don't feel working remotely,4.9
173089,4.7,110990,My peers and I feel motivated,4.9
173090,4.1,121092,My peers and I feel happy,3.9
173091,2.3,117658,I don't feel part of something bigger,3.8
173092,2.9,124131,I would like to be  accomplished,4.8
173093,2.7,112018,I feel working for a cause,3.8
173094,3.8,105565,My peers and I would like to be  motivated,3.8
173095,4.8,110407,My peers and I would like to be  engaged,3.8
173096,2.5,112622,I don't feel working remotely,3.8
173097,3.5,112534,I would like to be  happy,4.9
173098,3.9,107349,I don't feel supported,3.8
173099,4.2,118191,I feel part of the team,3.9
173100,3.4,120879,My peers and I feel engaged,3.9
173101,2.3,108339,I feel working remotely,4.8
173102,4.1,105861,My peers and I don't feel part of the team,3.9
173103,1,113299,My peers and I feel part of the team,3.8
173104,4.6,109441,I don't feel working for a cause,4.9
173105,2.5,120103,I don't feel working for a cause,4.9
173106,2.3,105187,I feel promoted,3.9
173107,1.6,111197,My peers and I don't feel valued,4.8
173108,4.7,106749,I don't feel working remotely,4.9
173109,1.1,105496,I don't feel working remotely,4.9
173110,3.3,106748,I feel friends with my colleagues,3.9
173111,3.3,124798,My peers and I don't feel getting more training,3.8
173112,4.6,112071,I would like to be  engaged,4.8
173113,1.2,119258,My peers and I feel working remotely,3.9
173114,2.4,123435,My peers and I feel promoted,4.9
173115,3.8,110374,I don't feel supported,4.9
173116,3.8,107042,I feel accomplished,3.9
173117,2.2,111162,I feel working remotely,4.8
173118,4.6,118200,I don't feel friends with my colleagues,3.8
173119,2.4,112636,I feel working remotely,3.9
173120,1.9,110823,I don't feel valued,3.9
173121,3.3,113029,I don't feel supported,3.8
173122,2.2,116148,I feel working remotely,4.8
173123,4.4,112039,I feel engaged,4.9
173124,2.3,122429,I would like to be  engaged,3.9
173125,3.6,117869,I don't feel getting more training,4.8
173126,3,117486,I would like to be  working for a cause,3.8
173127,1.2,115463,I feel supported,4.9
173128,1.2,122852,I feel engaged,3.9
173129,1.1,121563,I don't feel motivated,3.9
173130,3.3,112427,I would like to be  supported,4.9
173131,4,120428,I don't feel motivated,4.9
173132,4.9,114463,My peers and I feel working for a cause,3.9
173133,2.8,120685,I would like to be  engaged,3.8
173134,2.4,116095,My peers and I feel working for a cause,4.8
173135,2.6,121925,I would like to be  getting more training,4.9
173136,4,105749,I would like to be  working for a cause,3.9
173137,1.3,120300,My peers and I feel friends with my colleagues,4.8
173138,3.9,120908,I would like to be  motivated,4.9
173139,3.5,110609,My peers and I feel engaged,3.9
173140,3.7,121430,I would like to be  part of the team,3.8
173141,3.3,106115,I don't feel working remotely,4.9
173142,2.7,112278,I would like to be  friends with my colleagues,3.8
173143,3.9,119637,I feel part of something bigger,3.8
173144,4.3,110786,My peers and I would like to be  working remotely,4.9
173145,2.3,111058,My peers and I feel valued,4.8
173146,2.7,109125,I would like to be  working remotely,3.9
173147,1.5,106141,I would like to be  engaged,3.8
173148,4.2,109763,I don't feel valued,3.9
173149,2.1,109508,My peers and I would like to be  friends with my colleagues,3.9
173150,1.5,124651,My peers and I feel working remotely,4.9
173151,3.3,108934,I don't feel engaged,3.8
173152,4.5,105782,I feel part of something bigger,4.8
173153,3.8,122149,I would like to be  happy,4.9
173154,2.1,108419,I feel working remotely,4.8
173155,2.5,108813,I would like to be  happy,4.9
173156,4.7,107500,My peers and I would like to be  friends with my colleagues,3.8
173157,1.3,108521,My peers and I don't feel getting more training,3.8
173158,4.9,115224,I feel happy,3.9
173159,4.3,105486,I don't feel working for a cause,4.9
173160,4.6,110266,My peers and I feel working remotely,3.8
173161,4.4,109480,My peers and I would like to be  accomplished,4.9
173162,3.1,121157,I feel working for a cause,3.8
173163,1.4,108018,My peers and I would like to be  part of the team,4.8
173164,3.1,106163,I don't feel motivated,4.9
173165,1.8,121408,I feel motivated,3.8
173166,1.4,109291,I don't feel working for a cause,3.8
173167,2.4,123140,I feel supported,4.8
173168,1.7,112067,I would like to be  working remotely,4.8
173169,2.5,106706,I would like to be  getting more training,3.9
173170,1.1,123723,I feel supported,3.9
173171,1.7,108987,I would like to be  engaged,3.9
173172,2.6,120786,My peers and I don't feel promoted,4.9
173173,2.3,113622,I would like to be  friends with my colleagues,3.9
173174,1,108069,I would like to be  getting more training,3.9
173175,4.3,119443,My peers and I would like to be  accomplished,4.9
173176,2.1,106413,My peers and I feel motivated,3.9
173177,1.4,119915,My peers and I don't feel supported,4.9
173178,4.1,112947,My peers and I feel working remotely,4.9
173179,3.9,115277,I don't feel accomplished,4.8
173180,3.2,122348,My peers and I don't feel part of something bigger,4.9
173181,3.2,124298,I would like to be  valued,3.8
173182,1.5,105469,I would like to be  working remotely,3.9
173183,4.1,107807,My peers and I don't feel friends with my colleagues,3.8
173184,2.6,122357,My peers and I don't feel working for a cause,4.9
173185,3.1,117752,My peers and I don't feel motivated,3.8
173186,2.9,115458,I feel friends with my colleagues,4.9
173187,2,117006,I don't feel engaged,4.9
173188,2.2,114788,I don't feel part of something bigger,4.9
173189,2.7,124842,I don't feel valued,3.8
173190,2.3,113106,I feel part of the team,3.8
173191,4.4,121205,I feel friends with my colleagues,4.8
173192,3.4,113688,My peers and I feel working remotely,3.9
173193,1.5,117791,I feel working for a cause,4.9
173194,1.6,123607,I would like to be  happy,4.9
173195,3.2,114499,My peers and I feel getting more training,3.8
173196,2.1,110747,I would like to be  working remotely,3.8
173197,4.5,122533,My peers and I don't feel working remotely,3.8
173198,4.9,107276,I would like to be  working remotely,3.9
173199,2.9,121270,My peers and I would like to be  part of the team,3.8
173200,1.5,124974,My peers and I feel working remotely,3.9
173201,2.2,115894,My peers and I feel part of the team,4.8
173202,2.3,117936,My peers and I feel supported,4.9
173203,3.2,106480,My peers and I would like to be  engaged,4.8
173204,1.7,108878,My peers and I don't feel accomplished,3.8
173205,1.5,123445,I feel supported,4.9
173206,1.2,124265,I feel getting more training,3.8
173207,2.7,108124,I don't feel working remotely,4.9
173208,2.1,112912,I don't feel friends with my colleagues,4.8
173209,4.2,120453,I don't feel working for a cause,4.9
173210,1.6,107419,I feel part of the team,4.8
173211,1.3,107779,My peers and I feel part of the team,3.9
173212,3.1,119660,I feel engaged,3.8
173213,4.8,120778,I would like to be  valued,3.9
173214,2.9,109884,I feel motivated,4.8
173215,1.2,115412,My peers and I would like to be  happy,4.8
173216,4.5,119883,My peers and I would like to be  working remotely,3.8
173217,2.2,122598,I feel working remotely,3.8
173218,2.4,123839,I would like to be  valued,4.8
173219,1.7,113462,I don't feel part of the team,3.9
173220,2.3,115492,I would like to be  working remotely,3.8
173221,3.5,107568,My peers and I would like to be  working for a cause,4.9
173222,1.7,109010,I would like to be  working remotely,3.9
173223,4.4,109431,My peers and I feel promoted,4.9
173224,1.1,110609,I would like to be  accomplished,3.8
173225,1.1,121886,My peers and I don't feel part of the team,3.8
173226,1.6,119244,My peers and I don't feel working remotely,3.9
173227,2.3,114701,I would like to be  part of something bigger,4.9
173228,3.9,106848,I feel motivated,3.8
173229,3.7,116593,My peers and I would like to be  motivated,3.8
173230,4.5,118841,I would like to be  working remotely,4.9
173231,1.6,106592,My peers and I don't feel engaged,3.9
173232,1.6,119691,My peers and I feel promoted,4.8
173233,3.3,109468,I feel part of the team,3.9
173234,3.4,108276,I would like to be  supported,4.8
173235,4.3,111865,My peers and I don't feel friends with my colleagues,4.8
173236,3.1,121283,I would like to be  valued,3.8
173237,3.3,117157,I would like to be  part of something bigger,3.8
173238,1.7,109513,My peers and I don't feel part of something bigger,4.9
173239,3.4,124090,I don't feel part of something bigger,3.8
173240,4,124203,My peers and I don't feel part of the team,4.9
173241,1.1,119703,I feel friends with my colleagues,4.8
173242,3.6,106526,I don't feel working remotely,4.9
173243,4.2,120186,My peers and I would like to be  working remotely,4.9
173244,4.3,107044,My peers and I don't feel working remotely,4.8
173245,2.3,105814,I feel friends with my colleagues,3.8
173246,4.4,110292,My peers and I would like to be  promoted,4.8
173247,1.4,118993,I feel motivated,4.8
173248,3,109680,I feel working remotely,3.8
173249,2.4,106285,I don't feel motivated,4.8
173250,3.8,105538,I would like to be  getting more training,4.8
173251,3.2,124177,I feel working remotely,4.8
173252,4.5,122743,My peers and I don't feel engaged,4.8
173253,4.3,122497,I don't feel motivated,3.8
173254,2.1,124088,I would like to be  part of the team,3.9
173255,3,114661,I feel working remotely,3.9
173256,3.6,117907,I would like to be  accomplished,4.8
173257,2,109753,I feel getting more training,3.8
173258,2,118638,My peers and I would like to be  supported,4.8
173259,2.8,119212,My peers and I feel getting more training,3.9
173260,1.3,113520,My peers and I don't feel motivated,4.8
173261,2.7,119272,My peers and I don't feel friends with my colleagues,3.9
173262,4.8,118043,My peers and I would like to be  engaged,3.8
173263,4,113430,My peers and I would like to be  working remotely,3.8
173264,2.3,121299,My peers and I feel friends with my colleagues,3.8
173265,4.7,116721,I don't feel supported,4.9
173266,2.9,106296,I feel working for a cause,3.9
173267,2.1,108946,I don't feel supported,3.9
173268,1.8,122367,I would like to be  working remotely,4.9
173269,1,105664,I feel working remotely,4.9
173270,1.4,111671,My peers and I would like to be  part of something bigger,3.9
173271,2.7,109122,My peers and I don't feel part of the team,4.9
173272,3.2,110193,I don't feel part of the team,4.8
173273,1.8,120236,My peers and I would like to be  valued,3.9
173274,4.2,123550,I would like to be  working remotely,4.8
173275,1.5,113008,My peers and I feel accomplished,3.9
173276,3.7,120231,I don't feel engaged,4.9
173277,1.7,120613,My peers and I feel friends with my colleagues,4.9
173278,2.1,109630,I would like to be  supported,4.9
173279,2.3,124038,My peers and I feel engaged,4.8
173280,2.6,105001,I would like to be  working remotely,3.9
173281,4.9,105015,I feel happy,3.9
173282,3,123682,I would like to be  promoted,4.9
173283,4.9,117174,I would like to be  friends with my colleagues,3.8
173284,1.2,118202,I feel valued,4.9
173285,1.7,124923,I would like to be  friends with my colleagues,4.9
173286,3.5,123663,I would like to be  working remotely,3.9
173287,3.7,112293,I don't feel part of something bigger,4.8
173288,2,105671,I would like to be  working remotely,3.8
173289,3.4,107033,I feel working remotely,3.8
173290,3.4,108012,I don't feel friends with my colleagues,4.9
173291,2.6,117452,My peers and I would like to be  happy,4.8
173292,1.1,110879,My peers and I feel motivated,3.9
173293,4.8,120210,I would like to be  happy,4.9
173294,1.8,112124,I don't feel working remotely,4.9
173295,3.7,112753,I don't feel supported,4.8
173296,2,119195,My peers and I would like to be  working for a cause,3.9
173297,4.3,113083,I would like to be  happy,4.9
173298,1.4,111960,I would like to be  happy,3.9
173299,4.2,119893,My peers and I feel supported,3.9
173300,3.5,119449,I don't feel supported,3.8
173301,2.6,119594,I feel friends with my colleagues,4.8
173302,4.2,115692,I don't feel accomplished,3.9
173303,4.9,106336,I would like to be  accomplished,3.9
173304,1.5,119203,I feel part of the team,3.9
173305,1.5,113194,My peers and I would like to be  valued,3.8
173306,2.9,124363,My peers and I don't feel getting more training,4.9
173307,2.4,124331,I don't feel working remotely,3.8
173308,3.8,120970,I would like to be  engaged,4.9
173309,3.1,120005,I would like to be  supported,4.8
173310,1,115706,I feel supported,4.9
173311,2.6,111327,I feel valued,3.9
173312,4.8,116746,I would like to be  supported,3.9
173313,1,117540,I feel happy,3.8
173314,4.1,106325,My peers and I don't feel accomplished,4.8
173315,3.3,119326,I feel working remotely,3.9
173316,2.6,123098,I feel working for a cause,3.8
173317,1.6,119514,My peers and I would like to be  valued,4.9
173318,4.5,113314,My peers and I would like to be  accomplished,3.8
173319,3.7,117994,I don't feel working remotely,3.8
173320,1.3,120536,My peers and I don't feel part of something bigger,4.9
173321,4.6,106702,My peers and I feel working for a cause,3.8
173322,3.3,112273,My peers and I would like to be  friends with my colleagues,4.8
173323,4.4,108400,I would like to be  part of something bigger,4.8
173324,1.8,109510,I feel working remotely,3.8
173325,4.6,110276,My peers and I would like to be  friends with my colleagues,3.8
173326,2.5,116269,I don't feel accomplished,4.9
173327,4.6,106236,I would like to be  working remotely,3.8
173328,3.3,117019,I would like to be  supported,3.8
